A1BG--ITIH4	Liver=[count:3=pct:2.5]
CPA2--CELA3A	Pancreas=[count:2=pct:1.1]
CPA2--CELA3B	Pancreas=[count:2=pct:1.1]
CPA2--CELSR1	Pancreas=[count:2=pct:1.1]
CPA2--CPB1	Pancreas=[count:7=pct:3.9]
CPA2--GP2	Pancreas=[count:2=pct:1.1]
CPA2--PNLIPRP1	Pancreas=[count:2=pct:1.1]
CPB1--AMY2B	Pancreas=[count:2=pct:1.1]
CPB1--CPA2	Pancreas=[count:3=pct:1.7]
CPB1--DNAH14	Pancreas=[count:2=pct:1.1]
CPB1--SPINK1	Pancreas=[count:4=pct:2.2]
CPB1--TRIM2	Pancreas=[count:5=pct:2.8]
CPQ--SDC2	Adipose_Tissue=[count:3=pct:1.0],Ovary=[count:1=pct:1.9],Liver=[count:1=pct:0.8],Thyroid=[count:1=pct:0.6]
CPSF6--C9orf3	Blood_Vessel=[count:19=pct:5.1],Nerve=[count:17=pct:10.0],Uterus=[count:7=pct:16.3],Esophagus=[count:5=pct:1.2],Prostate=[count:3=pct:4.9],Adipose_Tissue=[count:3=pct:1.0],Lung=[count:2=pct:1.2],Testis=[count:1=pct:1.0],Small_Intestine=[count:1=pct:1.8],Pituitary=[count:1=pct:1.9],Colon=[count:1=pct:0.5],Vagina=[count:1=pct:1.8],Heart=[count:1=pct:0.4]
CPSF6--CASZ1	Skin=[count:9=pct:2.9],Lung=[count:2=pct:1.2],Salivary_Gland=[count:1=pct:2.6],Colon=[count:1=pct:0.5]
CPSF6--CCNL2	Brain=[count:5=pct:0.8],Vagina=[count:1=pct:1.8],Lung=[count:1=pct:0.6],Liver=[count:1=pct:0.8]
CPSF6--CHMP1A	Skin=[count:18=pct:5.7],Adipose_Tissue=[count:15=pct:5.0],Blood_Vessel=[count:13=pct:3.5],Thyroid=[count:11=pct:6.2],Breast=[count:9=pct:8.1],Lung=[count:8=pct:4.8],Brain=[count:8=pct:1.2],Colon=[count:5=pct:2.6],Uterus=[count:5=pct:11.6],Esophagus=[count:5=pct:1.2],Ovary=[count:5=pct:9.4],Prostate=[count:4=pct:6.6],Blood=[count:4=pct:2.3],Nerve=[count:4=pct:2.4],Testis=[count:3=pct:2.9],Spleen=[count:3=pct:2.7],Stomach=[count:2=pct:2.2],Adrenal_Gland=[count:1=pct:1.2],Pituitary=[count:1=pct:1.9],Kidney=[count:1=pct:7.1],Muscle=[count:1=pct:0.4],Pancreas=[count:1=pct:0.6],Heart=[count:1=pct:0.4],Cervix_Uteri=[count:1=pct:12.5]
CPSF6--CSNK1D	Lung=[count:3=pct:1.8],Ovary=[count:1=pct:1.9],Brain=[count:1=pct:0.2],Skin=[count:1=pct:0.3],Salivary_Gland=[count:1=pct:2.6]
CPSF6--FAM120B	Ovary=[count:1=pct:1.9],Blood_Vessel=[count:1=pct:0.3],Uterus=[count:1=pct:2.3],Thyroid=[count:1=pct:0.6],Lung=[count:1=pct:0.6],Breast=[count:1=pct:0.9]
CPSF6--FBXO3	Adipose_Tissue=[count:1=pct:0.3],Nerve=[count:1=pct:0.6]
CPSF6--RPS6KC1	Spleen=[count:1=pct:0.9],Colon=[count:1=pct:0.5]
CPSF6--SRSF1	Brain=[count:1=pct:0.2],Skin=[count:1=pct:0.3],Colon=[count:1=pct:0.5]
CPSF6--SRSF7	Blood_Vessel=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2]
CPSF6--TMBIM4	Skin=[count:2=pct:0.6],Adipose_Tissue=[count:2=pct:0.7],Lung=[count:1=pct:0.6],Breast=[count:1=pct:0.9],Heart=[count:1=pct:0.4],Muscle=[count:1=pct:0.4],Uterus=[count:1=pct:2.3]
CPT2--RP11-1143G9.4	Salivary_Gland=[count:7=pct:17.9]
CREB5--TAX1BP1	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6],Brain=[count:1=pct:0.2]
CRIM1--FEZ2	Blood_Vessel=[count:4=pct:1.1],Adipose_Tissue=[count:3=pct:1.0],Colon=[count:1=pct:0.5]
CRNN--S100A9	Esophagus=[count:8=pct:2.0],Salivary_Gland=[count:1=pct:2.6]
CRP--INADL	Liver=[count:7=pct:5.8]
CSF3R--ARRB2	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
CSF3R--FGR	Blood=[count:2=pct:1.1],Whole_Blood=[count:2=pct:1.5],Spleen=[count:1=pct:0.9]
CSF3R--ITGAX	Blood=[count:2=pct:1.1]
CSF3R--SLC11A1	Blood=[count:6=pct:3.4],Whole_Blood=[count:4=pct:3.0],Spleen=[count:1=pct:0.9]
CSNK1D--SAMSN1	Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
CSTA--KRT4	Esophagus=[count:2=pct:0.5]
CTB-36O1.7--MTATP6P1	Heart=[count:4=pct:1.6],Brain=[count:3=pct:0.5],Liver=[count:1=pct:0.8]
CTBP1--MAEA	Skin=[count:2=pct:0.6]
CTC-786C10.1--GSE1	Adipose_Tissue=[count:3=pct:1.0],Muscle=[count:3=pct:1.3],Brain=[count:1=pct:0.2],Esophagus=[count:1=pct:0.2]
CTD-2152M20.2--GOLPH3	Colon=[count:5=pct:2.6],Esophagus=[count:4=pct:1.0],Adipose_Tissue=[count:4=pct:1.3],Brain=[count:4=pct:0.6],Small_Intestine=[count:2=pct:3.6],Skin=[count:2=pct:0.6],Nerve=[count:2=pct:1.2],Breast=[count:1=pct:0.9],Thyroid=[count:1=pct:0.6],Liver=[count:1=pct:0.8],Stomach=[count:1=pct:1.1],Pancreas=[count:1=pct:0.6],Muscle=[count:1=pct:0.4],Blood_Vessel=[count:1=pct:0.3]
CTD-2281E23.2--DLGAP2	Testis=[count:34=pct:32.4],Brain=[count:24=pct:3.6],Pituitary=[count:4=pct:7.7],Adipose_Tissue=[count:2=pct:0.7],Thyroid=[count:2=pct:1.1]
CTD-2337A12.1--CAST	Blood_Vessel=[count:189=pct:51.2],Esophagus=[count:139=pct:34.3],Adipose_Tissue=[count:74=pct:24.8],Brain=[count:49=pct:7.4],Heart=[count:47=pct:18.7],Thyroid=[count:37=pct:20.9],Breast=[count:33=pct:29.7],Skin=[count:26=pct:8.3],Lung=[count:21=pct:12.6],Pancreas=[count:19=pct:10.5],Colon=[count:17=pct:8.9],Prostate=[count:16=pct:26.2],Stomach=[count:16=pct:18.0],Vagina=[count:16=pct:29.1],Muscle=[count:14=pct:6.0],Ovary=[count:11=pct:20.8],Salivary_Gland=[count:10=pct:25.6],Nerve=[count:7=pct:4.1],Bladder=[count:5=pct:55.6],Uterus=[count:5=pct:11.6],Pituitary=[count:4=pct:7.7],Testis=[count:3=pct:2.9],Liver=[count:3=pct:2.5],Small_Intestine=[count:2=pct:3.6],Kidney=[count:2=pct:14.3],Adrenal_Gland=[count:1=pct:1.2],Cervix_Uteri=[count:1=pct:12.5]
CTD-2561J22.3--RP11-66B24.2	Muscle=[count:2=pct:0.9],Blood_Vessel=[count:1=pct:0.3]
CTDP1--NFATC1	Blood=[count:1=pct:0.6],Skin=[count:1=pct:0.3],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
CTDP1--PQLC1	Blood=[count:13=pct:7.5],Skin=[count:11=pct:3.5],Whole_Blood=[count:3=pct:2.3],Lung=[count:2=pct:1.2],Liver=[count:1=pct:0.8]
CTDSP1--C9orf3	Blood_Vessel=[count:17=pct:4.6],Esophagus=[count:10=pct:2.5],Uterus=[count:6=pct:14.0],Nerve=[count:6=pct:3.5],Skin=[count:4=pct:1.3],Colon=[count:4=pct:2.1],Liver=[count:3=pct:2.5],Prostate=[count:3=pct:4.9],Adipose_Tissue=[count:3=pct:1.0],Muscle=[count:3=pct:1.3],Heart=[count:2=pct:0.8],Small_Intestine=[count:1=pct:1.8],Salivary_Gland=[count:1=pct:2.6],Kidney=[count:1=pct:7.1],Pancreas=[count:1=pct:0.6],Brain=[count:1=pct:0.2]
CTDSP1--DNM3OS	Blood_Vessel=[count:34=pct:9.2],Ovary=[count:11=pct:20.8],Colon=[count:9=pct:4.7],Esophagus=[count:5=pct:1.2],Adipose_Tissue=[count:4=pct:1.3],Breast=[count:4=pct:3.6],Thyroid=[count:4=pct:2.3],Spleen=[count:3=pct:2.7],Lung=[count:3=pct:1.8],Vagina=[count:2=pct:3.6],Uterus=[count:2=pct:4.7],Skin=[count:2=pct:0.6],Prostate=[count:2=pct:3.3],Pancreas=[count:1=pct:0.6],Muscle=[count:1=pct:0.4],Nerve=[count:1=pct:0.6],Heart=[count:1=pct:0.4],Testis=[count:1=pct:1.0]
CTDSP1--IMPDH1P10	Skin=[count:2=pct:0.6],Blood=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
CTDSP1--MIR202	Testis=[count:6=pct:5.7],Ovary=[count:1=pct:1.9]
CTIF--MBP	Brain=[count:5=pct:0.8]
CTNNB1--CHMP1A	Esophagus=[count:2=pct:0.5]
CTRB1--CELA2A	Pancreas=[count:2=pct:1.1]
CTRB1--CPB1	Pancreas=[count:4=pct:2.2]
CTRB1--CTRC	Pancreas=[count:3=pct:1.7]
CTRB1--REG1B	Pancreas=[count:8=pct:4.4]
CTRB1--UBN1	Pancreas=[count:2=pct:1.1]
CTRB2--CELA2A	Pancreas=[count:2=pct:1.1]
CTRB2--CLPS	Pancreas=[count:16=pct:8.8]
CTRB2--COL27A1	Pancreas=[count:2=pct:1.1]
CTRB2--CPA1	Pancreas=[count:5=pct:2.8]
CTRB2--GP2	Pancreas=[count:2=pct:1.1]
CTRB2--UBN1	Pancreas=[count:3=pct:1.7]
CTRC--CTRB1	Pancreas=[count:2=pct:1.1]
CTRC--PLA2G1B	Pancreas=[count:2=pct:1.1]
CTRC--PRSS1	Pancreas=[count:2=pct:1.1]
CTRC--PRSS3	Pancreas=[count:7=pct:3.9]
CTRC--PRSS3P2	Pancreas=[count:2=pct:1.1]
CTSD--LSP1	Blood=[count:2=pct:1.1]
CTTN--LIMA1	Blood_Vessel=[count:3=pct:0.8]
CTTN--TRIM54	Muscle=[count:2=pct:0.9]
CUL5--RAB39A	Nerve=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Kidney=[count:1=pct:7.1],Adipose_Tissue=[count:1=pct:0.3],Muscle=[count:1=pct:0.4],Esophagus=[count:1=pct:0.2],Liver=[count:1=pct:0.8],Thyroid=[count:1=pct:0.6],Testis=[count:1=pct:1.0]
CXCR4--GLUL	Whole_Blood=[count:4=pct:3.0],Blood=[count:2=pct:1.1]
CYB561A3--CXCL16	Lung=[count:16=pct:9.6],Blood=[count:10=pct:5.7],Spleen=[count:10=pct:8.9],Whole_Blood=[count:8=pct:6.1],Adipose_Tissue=[count:4=pct:1.3],Skin=[count:3=pct:1.0],Liver=[count:2=pct:1.7],Breast=[count:2=pct:1.8],Esophagus=[count:2=pct:0.5],Stomach=[count:1=pct:1.1],Salivary_Gland=[count:1=pct:2.6],Blood_Vessel=[count:1=pct:0.3]
CYB5R1--TNNT2	Heart=[count:2=pct:0.8]
CYP2E1--FTCD	Liver=[count:11=pct:9.1]
CYP2E1--SAA1	Liver=[count:2=pct:1.7]
CYP2E1--SHC2	Liver=[count:5=pct:4.1]
CYP2J2--ACTG1	Heart=[count:2=pct:0.8]
CYYR1--APP	Adipose_Tissue=[count:1=pct:0.3],Adrenal_Gland=[count:1=pct:1.2]
DACT1--RP11-112J1.2	Testis=[count:1=pct:1.0],Blood_Vessel=[count:1=pct:0.3],Nerve=[count:1=pct:0.6],Brain=[count:1=pct:0.2]
DCBLD2--NIT2	Nerve=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Skin=[count:1=pct:0.3]
DDX5--TPM1	Esophagus=[count:1=pct:0.2],Prostate=[count:1=pct:1.6]
DENND3--SLC45A4	Blood=[count:2=pct:1.1]
DES--ACTA1	Muscle=[count:6=pct:2.6]
DES--CRYAB	Muscle=[count:8=pct:3.4],Heart=[count:6=pct:2.4],Prostate=[count:1=pct:1.6]
DES--MYH11	Esophagus=[count:2=pct:0.5]
DES--MYL9	Esophagus=[count:9=pct:2.2],Colon=[count:2=pct:1.0],Prostate=[count:1=pct:1.6]
DES--TAGLN	Colon=[count:2=pct:1.0]
DES--TPM2	Muscle=[count:4=pct:1.7],Stomach=[count:1=pct:1.1]
DGCR2--CTRB2	Pancreas=[count:2=pct:1.1]
DGUOK--ACTG2	Esophagus=[count:3=pct:0.7],Blood_Vessel=[count:1=pct:0.3]
DIABLO--CLIP1	Adipose_Tissue=[count:2=pct:0.7],Nerve=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Muscle=[count:1=pct:0.4],Testis=[count:1=pct:1.0]
DLG1--AC024560.3	Brain=[count:3=pct:0.5],Muscle=[count:1=pct:0.4],Heart=[count:1=pct:0.4],Pituitary=[count:1=pct:1.9],Thyroid=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
DLG1--BDH1	Thyroid=[count:1=pct:0.6],Pituitary=[count:1=pct:1.9]
DMKN--KRT10	Skin=[count:2=pct:0.6]
DMKN--KRT2	Skin=[count:14=pct:4.4]
DNAJC25--UGCG	Brain=[count:20=pct:3.0],Blood=[count:10=pct:5.7],Blood_Vessel=[count:4=pct:1.1],Ovary=[count:3=pct:5.7],Adipose_Tissue=[count:3=pct:1.0],Colon=[count:3=pct:1.6],Nerve=[count:2=pct:1.2],Whole_Blood=[count:2=pct:1.5],Spleen=[count:1=pct:0.9],Uterus=[count:1=pct:2.3],Vagina=[count:1=pct:1.8],Thyroid=[count:1=pct:0.6],Lung=[count:1=pct:0.6],Adrenal_Gland=[count:1=pct:1.2],Breast=[count:1=pct:0.9]
DNAJC6--PDE1C	Colon=[count:1=pct:0.5],Prostate=[count:1=pct:1.6],Nerve=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
DOCK8--RP11-143M1.2	Lung=[count:1=pct:0.6],Blood=[count:1=pct:0.6]
DOT1L--CSNK1G2	Blood_Vessel=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8]
DPH6-AS1--RP11-684B21.1	Thyroid=[count:3=pct:1.7],Adrenal_Gland=[count:3=pct:3.5],Heart=[count:3=pct:1.2],Pituitary=[count:2=pct:3.8],Kidney=[count:2=pct:14.3],Lung=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6]
DPH7--PTP4A3	Blood_Vessel=[count:10=pct:2.7],Heart=[count:7=pct:2.8],Pituitary=[count:4=pct:7.7],Nerve=[count:2=pct:1.2],Esophagus=[count:2=pct:0.5],Colon=[count:2=pct:1.0],Lung=[count:2=pct:1.2],Pancreas=[count:1=pct:0.6],Uterus=[count:1=pct:2.3],Kidney=[count:1=pct:7.1],Skin=[count:1=pct:0.3],Prostate=[count:1=pct:1.6],Testis=[count:1=pct:1.0]
DPYD--BASP1	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
DPYD--GBP2	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
DPYD--ITM2B	Blood=[count:3=pct:1.7]
DPYD--SMAP2	Spleen=[count:1=pct:0.9],Whole_Blood=[count:1=pct:0.8]
DRG2--ACTG1	Muscle=[count:5=pct:2.1],Blood_Vessel=[count:1=pct:0.3]
DSC3--DSG1	Skin=[count:3=pct:1.0]
DSTN--RRBP1	Blood_Vessel=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
DYSF--B2M	Blood=[count:2=pct:1.1]
DYSF--GCA	Blood=[count:3=pct:1.7],Whole_Blood=[count:1=pct:0.8]
EBF3--MGMT	Adipose_Tissue=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
EDEM3--MNDA	Whole_Blood=[count:2=pct:1.5]
EDF1--RABL6	Skin=[count:3=pct:1.0],Adipose_Tissue=[count:2=pct:0.7],Lung=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
EEF2--NRXN2	Brain=[count:2=pct:0.3]
EFCAB11--RP11-944C7.1	Brain=[count:35=pct:5.3],Nerve=[count:2=pct:1.2],Blood_Vessel=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
EFCAB4B--MUC19	Salivary_Gland=[count:2=pct:5.1]
EFNA5--FBXL17	Blood_Vessel=[count:1=pct:0.3],Brain=[count:1=pct:0.2]
EGFL7--AC084018.1	Lung=[count:2=pct:1.2]
EGFL7--MCF2L	Breast=[count:3=pct:2.7],Thyroid=[count:2=pct:1.1],Lung=[count:1=pct:0.6]
EGFL7--NOC4L	Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6]
EGFL7--NOTCH1	Lung=[count:4=pct:2.4],Nerve=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3]
EGFL7--RP5-882C2.2	Adipose_Tissue=[count:6=pct:2.0],Lung=[count:3=pct:1.8],Breast=[count:3=pct:2.7],Skin=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2]
EIF1AX--RP11-108M9.2	Skin=[count:3=pct:1.0],Thyroid=[count:1=pct:0.6],Liver=[count:1=pct:0.8],Esophagus=[count:1=pct:0.2],Pancreas=[count:1=pct:0.6]
EIF2D--CHMP1A	Colon=[count:1=pct:0.5],Prostate=[count:1=pct:1.6],Esophagus=[count:1=pct:0.2]
EIF3J-AS1--AC007283.5	Adipose_Tissue=[count:2=pct:0.7],Spleen=[count:2=pct:1.8],Stomach=[count:1=pct:1.1],Salivary_Gland=[count:1=pct:2.6],Pituitary=[count:1=pct:1.9],Brain=[count:1=pct:0.2],Esophagus=[count:1=pct:0.2],Pancreas=[count:1=pct:0.6]
ELL--FKBP8	Esophagus=[count:1=pct:0.2],Whole_Blood=[count:1=pct:0.8]
ELL--UBA52	Testis=[count:2=pct:1.9]
ELN--COL6A2	Esophagus=[count:2=pct:0.5],Blood_Vessel=[count:1=pct:0.3]
ENO1--HBB	Whole_Blood=[count:2=pct:1.5]
ENO3--MACROD1	Muscle=[count:2=pct:0.9]
ENO3--MYH7	Muscle=[count:2=pct:0.9]
ENO3--RYR1	Muscle=[count:2=pct:0.9]
EPAS1--PRKCE	Lung=[count:3=pct:1.8]
EPDR1--STARD3NL	Nerve=[count:2=pct:1.2]
EPS15--NRD1	Skin=[count:1=pct:0.3],Thyroid=[count:1=pct:0.6],Adrenal_Gland=[count:1=pct:1.2]
EPS8L2--KRT13	Vagina=[count:1=pct:1.8],Esophagus=[count:1=pct:0.2]
ERBB2--JUP	Skin=[count:6=pct:1.9],Esophagus=[count:1=pct:0.2]
ERBB2--SMTN	Blood_Vessel=[count:9=pct:2.4],Esophagus=[count:1=pct:0.2],Colon=[count:1=pct:0.5]
ERBB2IP--BASP1	Blood=[count:2=pct:1.1]
ERICH1-AS1--DLGAP2	Brain=[count:2=pct:0.3],Testis=[count:1=pct:1.0]
ERMP1--KIAA2026	Brain=[count:2=pct:0.3]
ERO1L--TMPRSS11B	Esophagus=[count:2=pct:0.5]
ERRFI1--RERE	Breast=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3]
EVPL--RP11-434D2.11	Testis=[count:1=pct:1.0],Skin=[count:1=pct:0.3]
EXD3--NOC4L	Nerve=[count:1=pct:0.6],Thyroid=[count:1=pct:0.6]
EXD3--PNPLA7	Adrenal_Gland=[count:1=pct:1.2],Salivary_Gland=[count:1=pct:2.6]
FABP4--SETD5	Adipose_Tissue=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
FAH--ACTG1	Muscle=[count:3=pct:1.3]
FAM117A--AGMO	Liver=[count:2=pct:1.7]
FAM162A--CSTA	Esophagus=[count:2=pct:0.5]
FAM179A--ACTG1	Muscle=[count:2=pct:0.9]
FAM188A--RSU1	Blood_Vessel=[count:1=pct:0.3],Brain=[count:1=pct:0.2]
FAM20C--PDGFA	Blood_Vessel=[count:2=pct:0.5]
FAM49A--VSNL1	Brain=[count:2=pct:0.3]
FAM60A--UBC	Blood=[count:2=pct:1.1],Thyroid=[count:1=pct:0.6]
FAM65B--B2M	Whole_Blood=[count:3=pct:2.3]
FAM65B--FKBP5	Blood=[count:3=pct:1.7]
FAM65C--UBB	Blood=[count:2=pct:1.1]
FBRSL1--NOC4L	Small_Intestine=[count:2=pct:3.6],Spleen=[count:2=pct:1.8],Whole_Blood=[count:1=pct:0.8],Adrenal_Gland=[count:1=pct:1.2],Brain=[count:1=pct:0.2],Esophagus=[count:1=pct:0.2],Blood=[count:1=pct:0.6]
FBXL5--RP11-665G4.1	Blood_Vessel=[count:24=pct:6.5],Brain=[count:7=pct:1.1],Nerve=[count:2=pct:1.2],Heart=[count:1=pct:0.4],Testis=[count:1=pct:1.0]
FDPS--TRIM54	Muscle=[count:2=pct:0.9]
FGA--FGB	Liver=[count:3=pct:2.5]
FGA--FGG	Liver=[count:5=pct:4.1]
FGB--SAA2	Liver=[count:2=pct:1.7]
FGF14-IT1--FGF14	Testis=[count:80=pct:76.2],Brain=[count:43=pct:6.5],Lung=[count:3=pct:1.8],Nerve=[count:1=pct:0.6],Kidney=[count:1=pct:7.1],Thyroid=[count:1=pct:0.6]
FGG--ALB	Liver=[count:2=pct:1.7],Spleen=[count:1=pct:0.9]
FGG--FGB	Liver=[count:3=pct:2.5]
FGG--HPX	Liver=[count:3=pct:2.5]
FKBP3--SSU72	Muscle=[count:2=pct:0.9]
FKBP8--HBA2	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
FLNA--ACTG1	Colon=[count:3=pct:1.6],Esophagus=[count:3=pct:0.7],Blood_Vessel=[count:2=pct:0.5],Prostate=[count:1=pct:1.6],Vagina=[count:1=pct:1.8]
FLNA--DES	Colon=[count:2=pct:1.0]
FLNA--FHL1	Blood_Vessel=[count:3=pct:0.8],Esophagus=[count:2=pct:0.5]
FLNA--MYL6	Colon=[count:1=pct:0.5],Blood_Vessel=[count:1=pct:0.3]
FLNA--MYL9	Blood_Vessel=[count:3=pct:0.8],Adipose_Tissue=[count:1=pct:0.3],Colon=[count:1=pct:0.5]
FLNA--SMTN	Colon=[count:1=pct:0.5],Blood_Vessel=[count:1=pct:0.3]
FLNA--TPM2	Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3]
FLOT2--HBA2	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
FMNL1--SLC11A1	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
FN1--SYTL2	Blood_Vessel=[count:2=pct:0.5]
FN1--TNS1	Blood_Vessel=[count:2=pct:0.5]
FN1--VIM	Blood_Vessel=[count:2=pct:0.5]
FOSL2--BRE	Blood=[count:1=pct:0.6],Adrenal_Gland=[count:1=pct:1.2]
FOXK1--ANKLE2	Skin=[count:2=pct:0.6],Adipose_Tissue=[count:1=pct:0.3]
FRYL--SLAIN2	Lung=[count:1=pct:0.6],Liver=[count:1=pct:0.8]
FSCN1--ZNF815P	Adipose_Tissue=[count:1=pct:0.3],Vagina=[count:1=pct:1.8]
FSIP1--RP11-624L4.1	Breast=[count:2=pct:1.8],Brain=[count:1=pct:0.2]
FTCD--GSTM2	Liver=[count:11=pct:9.1]
FTH1--CSTB	Esophagus=[count:2=pct:0.5]
FUBP1--CHMP1A	Breast=[count:2=pct:1.8],Adipose_Tissue=[count:1=pct:0.3],Spleen=[count:1=pct:0.9]
FUBP1--IVNS1ABP	Brain=[count:2=pct:0.3]
GALC--YIPF1	Prostate=[count:1=pct:1.6],Whole_Blood=[count:1=pct:0.8],Lung=[count:1=pct:0.6],Ovary=[count:1=pct:1.9],Muscle=[count:1=pct:0.4]
GALNT9--NOC4L	Brain=[count:36=pct:5.5]
GAPDH--MAN1C1	Muscle=[count:1=pct:0.4],Heart=[count:1=pct:0.4]
GAS5--ACTG1	Muscle=[count:5=pct:2.1]
GAS5--ATP2A1	Muscle=[count:4=pct:1.7]
GAS6--IGH@	Colon=[count:1=pct:0.5],Salivary_Gland=[count:1=pct:2.6]
GAS6--MCF2L	Lung=[count:2=pct:1.2]
GAS6-AS1--TMEM255B	Heart=[count:2=pct:0.8],Ovary=[count:1=pct:1.9],Spleen=[count:1=pct:0.9],Blood_Vessel=[count:1=pct:0.3],Vagina=[count:1=pct:1.8],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Stomach=[count:1=pct:1.1],Skin=[count:1=pct:0.3],Thyroid=[count:1=pct:0.6],Colon=[count:1=pct:0.5],Breast=[count:1=pct:0.9]
GATM--CELA3B	Pancreas=[count:2=pct:1.1]
GATS--PILRB	Muscle=[count:30=pct:12.8],Brain=[count:21=pct:3.2],Blood_Vessel=[count:2=pct:0.5],Esophagus=[count:2=pct:0.5],Adrenal_Gland=[count:2=pct:2.4],Lung=[count:2=pct:1.2],Vagina=[count:1=pct:1.8],Kidney=[count:1=pct:7.1],Pancreas=[count:1=pct:0.6],Blood=[count:1=pct:0.6],Breast=[count:1=pct:0.9],Pituitary=[count:1=pct:1.9],Skin=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8],Thyroid=[count:1=pct:0.6]
GCA--ADAP1	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
GCA--AGFG1	Blood=[count:6=pct:3.4],Whole_Blood=[count:1=pct:0.8]
GCA--ARHGAP15	Blood=[count:5=pct:2.9],Whole_Blood=[count:2=pct:1.5]
GCA--ARID5A	Blood=[count:2=pct:1.1]
GCA--BASP1	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
GCA--BCL6	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6]
GCA--CFLAR	Blood=[count:5=pct:2.9],Whole_Blood=[count:2=pct:1.5]
GCA--CTDP1	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
GCA--FAM120B	Whole_Blood=[count:3=pct:2.3],Blood=[count:1=pct:0.6]
GCA--GLUL	Blood=[count:2=pct:1.1]
GCA--ITM2B	Blood=[count:8=pct:4.6],Whole_Blood=[count:3=pct:2.3]
GCA--IVNS1ABP	Whole_Blood=[count:2=pct:1.5]
GCA--NFE2L2	Blood=[count:2=pct:1.1],Spleen=[count:1=pct:0.9]
GCA--RER1	Blood=[count:2=pct:1.1]
GCA--SMAP2	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6]
GCA--ST20	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
GCA--TANK	Blood=[count:4=pct:2.3],Whole_Blood=[count:1=pct:0.8]
GCA--XPO6	Blood=[count:2=pct:1.1]
GDAP1--RP11-758M4.1	Esophagus=[count:3=pct:0.7],Muscle=[count:2=pct:0.9],Brain=[count:2=pct:0.3],Pituitary=[count:1=pct:1.9]
GFAP--CCDC176	Brain=[count:8=pct:1.2]
GFAP--EGFR	Brain=[count:4=pct:0.6]
GGACT--PCCA	Adipose_Tissue=[count:3=pct:1.0],Breast=[count:2=pct:1.8],Adrenal_Gland=[count:1=pct:1.2],Pancreas=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
GLT1D1--SLC15A4	Blood=[count:3=pct:1.7],Whole_Blood=[count:1=pct:0.8]
GLT1D1--UBC	Whole_Blood=[count:4=pct:3.0],Blood=[count:3=pct:1.7]
GLTSCR2--DHX34	Adipose_Tissue=[count:3=pct:1.0],Ovary=[count:2=pct:3.8],Breast=[count:2=pct:1.8],Cervix_Uteri=[count:1=pct:12.5],Brain=[count:1=pct:0.2],Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3],Spleen=[count:1=pct:0.9],Whole_Blood=[count:1=pct:0.8],Skin=[count:1=pct:0.3]
