id	geneID	symbol	geneName	otherID	species	humanOrtho	authority	version_date
1026	51592	TRIM33	 tripartite motif-containing 33 (PTC7,TIF1G)	51592	human	51592	sanger	20110624
1027	9321	TRIP11	thyroid hormone receptor interactor 11	9321	human	9321	sanger	20110624
1028	7248	TSC1	tuberous sclerosis 1 gene	7248	human	7248	sanger	20110624
1029	7249	TSC2	tuberous sclerosis 2 gene	7249	human	7249	sanger	20110624
1030	7253	TSHR	thyroid stimulating hormone receptor	7253	human	7253	sanger	20110624
1031	150465	TTL	tubulin tyrosine ligase	150465	human	150465	sanger	20110624
1032	9098	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	9098	human	9098	sanger	20110624
1033	7428	VHL	von Hippel-Lindau syndrome gene	7428	human	7428	sanger	20110624
1034	7454	WAS	Wiskott-Aldrich syndrome 	7454	human	7454	sanger	20110624
1035	7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1(MMSET)	7468	human	7468	sanger	20110624
1036	54904	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)	54904	human	54904	sanger	20110624
1037	11197	WIF1	WNT inhibitory factor 1	11197	human	11197	sanger	20110624
1038	7486	WRN	Werner syndrome (RECQL2)	7486	human	7486	sanger	20110624
1039	7490	WT1	Wilms tumour 1 gene	7490	human	7490	sanger	20110624
1040	139285	WTX	family with sequence similarity 123B	139285	human	139285	sanger	20110624
1041	7507	XPA	xeroderma pigmentosum, complementation group A	7507	human	7507	sanger	20110624
1042	7508	XPC	xeroderma pigmentosum, complementation group C	7508	human	7508	sanger	20110624
1043	7704	ZNF145	zinc finger protein 145 (PLZF)	7704	human	7704	sanger	20110624
1044	7750	ZNF198	zinc finger protein 198	7750	human	7750	sanger	20110624
1045	23598	ZNF278	POZ (BTB) and AT hook containing zinc finger 1	23598	human	23598	sanger	20110624
1046	55422	ZNF331	zinc finger protein 331	55422	human	55422	sanger	20110624
1047	171017	ZNF384	zinc finger protein 384 (CIZ/NMP4)	171017	human	171017	sanger	20110624
1048	25925	ZNF521	zinc finger protein 521	25925	human	25925	sanger	20110624
1049	7555	ZNF9	CCHC-type zinc finger, nucleic acid binding protein	7555	human	7555	sanger	20110624
10512	80736	SLC44A4	solute carrier family 44, member 4	C6orf29	human	80736	cangenes	20110624
10513	116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1	human	116986	cangenes	20110624
10514	8563	THOC5	THO complex 5	C22orf19	human	8563	cangenes	20110624
10515	165904	XIRP1	xin actin-binding repeat containing 1	CMYA1	human	165904	cangenes	20110624
10516	22982	DIP2C	DIP2 disco-interacting protein 2 homolog C (Drosophila)	KIAA0934	human	22982	cangenes	20110624
10518	9744	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	CENTB1	human	9744	cangenes	20110624
10519	6927	HNF1A	HNF1 homeobox A	TCF1	human	6927	cangenes	20110624
10520	51167	CYB5R4	cytochrome b5 reductase 4	NCB5OR	human	51167	cangenes	20110624
10521	5199	CFP	complement factor properdin	PFC	human	5199	cangenes	20110624
10522	51614	ERGIC3	ERGIC and golgi 3	SDBCAG84	human	51614	cangenes	20110624
10523	126205	NLRP8	NLR family, pyrin domain containing 8	NALP8	human	126205	cangenes	20110624
10524	4179	CD46	CD46 molecule, complement regulatory protein	MCP	human	4179	cangenes	20110624
10525	9136	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	RNU3IP2	human	9136	cangenes	20110624
10526	120526	DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	ZCSL3	human	120526	cangenes	20110624
10527	60412	EXOC4	exocyst complex component 4	SEC8L1	human	60412	cangenes	20110624
10528	5909	RAP1GAP	RAP1 GTPase activating protein	RAP1GA1	human	5909	cangenes	20110624
10529	6431	SRSF6	serine/arginine-rich splicing factor 6	SFRS6	human	6431	cangenes	20110624
10530	84075	FSCB	fibrous sheath CABYR binding protein	C14orf155	human	84075	cangenes	20110624
10531	57724	EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	KIAA1632	human	57724	cangenes	20110624
10532	9811	CTIF	CBP80/20-dependent translation initiation factor	KIAA0427	human	9811	cangenes	20110624
10533	157697	ERICH1	glutamate-rich 1	LOC157697	human	157697	cangenes	20110624
10534	653319	KIAA0895L	KIAA0895-like	LOC283849	human	653319	cangenes	20110624
10536	319101	KRT73	keratin 73	K6IRS3	human	319101	cangenes	20110624
10539	284382	ACTL9	actin-like 9	MGC33407	human	284382	cangenes	20110624
10543	79759	ZNF668	zinc finger protein 668	FLJ13479	human	79759	cangenes	20110624
10545	158056	MAMDC4	MAM domain containing 4	AEGP	human	158056	cangenes	20110624
10548	54475	NLE1	notchless homolog 1 (Drosophila)	FLJ10458	human	54475	cangenes	20110624
10549	23387	SIK3	SIK family kinase 3	KIAA0999	human	23387	cangenes	20110624
10550	83416	FCRL5	Fc receptor-like 5	IRTA2	human	83416	cangenes	20110624
10552	348654	GEN1	Gen homolog 1, endonuclease (Drosophila)	FLJ40869	human	348654	cangenes	20110624
10553	84680	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	PHACS	human	84680	cangenes	20110624
10554	149563	C1orf64	chromosome 1 open reading frame 64	MGC24047	human	149563	cangenes	20110624
10555	10076	PTPRU	protein tyrosine phosphatase, receptor type, U	PTPRU	human	10076	cangenes	20110624
10556	11086	ADAM29	ADAM metallopeptidase domain 29	ADAM29	human	11086	cangenes	20110624
10557	34	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	ACADM	human	34	cangenes	20110624
10558	1770	DNAH9	dynein, axonemal, heavy chain 9	DNAH9	human	1770	cangenes	20110624
10559	862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	RUNX1T1	human	862	cangenes	20110624
10560	10297	APC2	adenomatosis polyposis coli 2	APC2	human	10297	cangenes	20110624
10561	115426	UHRF2	ubiquitin-like with PHD and ring finger domains 2	UHRF2	human	115426	cangenes	20110624
10562	57578	KIAA1409	KIAA1409	KIAA1409	human	57578	cangenes	20110624
10563	3069	HDLBP	high density lipoprotein binding protein	HDLBP	human	3069	cangenes	20110624
10564	170692	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	ADAMTS18	human	170692	cangenes	20110624
10565	24149	ZNF318	zinc finger protein 318	ZNF318	human	24149	cangenes	20110624
10566	55023	PHIP	pleckstrin homology domain interacting protein	PHIP	human	55023	cangenes	20110624
10567	83729	INHBE	inhibin, beta E	INHBE	human	83729	cangenes	20110624
10568	79813	EHMT1	euchromatic histone-lysine N-methyltransferase 1	EHMT1	human	79813	cangenes	20110624
10569	3009	HIST1H1B	histone cluster 1, H1b	HIST1H1B	human	3009	cangenes	20110624
10570	57188	ADAMTSL3	ADAMTS-like 3	ADAMTSL3	human	57188	cangenes	20110624
10571	170689	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	ADAMTS15	human	170689	cangenes	20110624
10572	164656	TMPRSS6	transmembrane protease, serine 6	TMPRSS6	human	164656	cangenes	20110624
10573	25975	EGFL6	EGF-like-domain, multiple 6	EGFL6	human	25975	cangenes	20110624
10574	27255	CNTN6	contactin 6	CNTN6	human	27255	cangenes	20110624
10575	23499	MACF1	microtubule-actin crosslinking factor 1	MACF1	human	23499	cangenes	20110624
10576	1294	COL7A1	collagen, type VII, alpha 1	COL7A1	human	1294	cangenes	20110624
10577	7087	ICAM5	intercellular adhesion molecule 5, telencephalin	ICAM5	human	7087	cangenes	20110624
10578	8038	ADAM12	ADAM metallopeptidase domain 12	ADAM12	human	8038	cangenes	20110624
10579	2042	EPHA3	EPH receptor A3	EPHA3	human	2042	cangenes	20110624
10580	633	BGN	biglycan	BGN	human	633	cangenes	20110624
10581	9064	MAP3K6	mitogen-activated protein kinase kinase kinase 6	MAP3K6	human	9064	cangenes	20110624
10582	7007	TECTA	tectorin alpha	TECTA	human	7007	cangenes	20110624
10583	6709	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	SPTAN1	human	6709	cangenes	20110624
10584	23742	C15orf2	chromosome 15 open reading frame 2	C15orf2	human	23742	cangenes	20110624
10585	4087	SMAD2	SMAD family member 2	SMAD2	human	4087	cangenes	20110624
10586	7059	THBS3	thrombospondin 3	THBS3	human	7059	cangenes	20110624
10587	9462	RASAL2	RAS protein activator like 2	RASAL2	human	9462	cangenes	20110624
10588	5784	PTPN14	protein tyrosine phosphatase, non-receptor type 14	PTPN14	human	5784	cangenes	20110624
10589	5789	PTPRD	protein tyrosine phosphatase, receptor type, D	PTPRD	human	5789	cangenes	20110624
10590	79674	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish)	VEPH1	human	79674	cangenes	20110624
10591	7498	XDH	xanthine dehydrogenase	XDH	human	7498	cangenes	20110624
10592	2317	FLNB	filamin B, beta	FLNB	human	2317	cangenes	20110624
10593	4088	SMAD3	SMAD family member 3	SMAD3	human	4088	cangenes	20110624
10594	435	ASL	argininosuccinate lyase	ASL	human	435	cangenes	20110624
10595	2778	GNAS	GNAS complex locus	GNAS	human	2778	cangenes	20110624
10596	65059	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	human	65059	cangenes	20110624
10597	8897	MTMR3	myotubularin related protein 3	MTMR3	human	8897	cangenes	20110624
10598	3841	KPNA5	karyopherin alpha 5 (importin alpha 6)	KPNA5	human	3841	cangenes	20110624
10599	2934	GSN	gelsolin	GSN	human	2934	cangenes	20110624
10600	5631	PRPS1	phosphoribosyl pyrophosphate synthetase 1	PRPS1	human	5631	cangenes	20110624
10601	9381	OTOF	otoferlin	OTOF	human	9381	cangenes	20110624
10602	3845	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	KRAS	human	3845	cangenes	20110624
10603	56479	KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5	KCNQ5	human	56479	cangenes	20110624
10604	9754	STARD8	StAR-related lipid transfer (START) domain containing 8	STARD8	human	9754	cangenes	20110624
10605	2030	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	SLC29A1	human	2030	cangenes	20110624
10606	2735	GLI1	GLI family zinc finger 1	GLI1	human	2735	cangenes	20110624
10607	9759	HDAC4	histone deacetylase 4	HDAC4	human	9759	cangenes	20110624
10608	23179	RGL1	ral guanine nucleotide dissociation stimulator-like 1	RGL1	human	23179	cangenes	20110624
10609	26140	TTLL3	tubulin tyrosine ligase-like family, member 3	TTLL3	human	26140	cangenes	20110624
10610	28316	CDH20	cadherin 20, type 2	CDH20	human	28316	cangenes	20110624
10611	1992	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	SERPINB1	human	1992	cangenes	20110624
10612	4133	MAP2	microtubule-associated protein 2	MAP2	human	4133	cangenes	20110624
10613	2588	GALNS	galactosamine (N-acetyl)-6-sulfate sulfatase	GALNS	human	2588	cangenes	20110624
10614	7681	MKRN3	makorin ring finger protein 3	MKRN3	human	7681	cangenes	20110624
10615	1543	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1	CYP1A1	human	1543	cangenes	20110624
10616	1776	DNASE1L3	deoxyribonuclease I-like 3	DNASE1L3	human	1776	cangenes	20110624
10617	59352	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	LGR6	human	59352	cangenes	20110624
10618	84725	PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	PLEKHA8	human	84725	cangenes	20110624
10619	51466	EVL	Enah/Vasp-like	EVL	human	51466	cangenes	20110624
10620	10752	CHL1	cell adhesion molecule with homology to L1CAM (close homolog of L1)	CHL1	human	10752	cangenes	20110624
10621	7157	TP53	tumor protein p53	TP53	human	7157	cangenes	20110624
10622	6934	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF7L2	human	6934	cangenes	20110624
10623	57692	MAGEE1	melanoma antigen family E, 1	MAGEE1	human	57692	cangenes	20110624
10624	11227	GALNT5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)	GALNT5	human	11227	cangenes	20110624
10625	5990	RFX2	regulatory factor X, 2 (influences HLA class II expression)	RFX2	human	5990	cangenes	20110624
10626	26088	GGA1	golgi-associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	human	26088	cangenes	20110624
10627	10457	GPNMB	glycoprotein (transmembrane) nmb	GPNMB	human	10457	cangenes	20110624
10628	4897	NRCAM	neuronal cell adhesion molecule	NRCAM	human	4897	cangenes	20110624
10629	7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	TGFBR2	human	7048	cangenes	20110624
10630	5924	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2	RASGRF2	human	5924	cangenes	20110624
10631	22843	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent, 1E	PPM1E	human	22843	cangenes	20110624
10632	6549	SLC9A2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	SLC9A2	human	6549	cangenes	20110624
10633	2070	EYA4	eyes absent homolog 4 (Drosophila)	EYA4	human	2070	cangenes	20110624
10634	2074	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	ERCC6	human	2074	cangenes	20110624
10635	55734	ZFP64	zinc finger protein 64 homolog (mouse)	ZFP64	human	55734	cangenes	20110624
10636	3431	SP110	SP110 nuclear body protein	SP110	human	3431	cangenes	20110624
10637	5027	P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	P2RX7	human	5027	cangenes	20110624
10638	1404	HAPLN1	hyaluronan and proteoglycan link protein 1	HAPLN1	human	1404	cangenes	20110624
10639	4036	LRP2	low density lipoprotein receptor-related protein 2	LRP2	human	4036	cangenes	20110624
10640	1301	COL11A1	collagen, type XI, alpha 1	COL11A1	human	1301	cangenes	20110624
10641	23456	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	ABCB10	human	23456	cangenes	20110624
10642	5316	PKNOX1	PBX/knotted 1 homeobox 1	PKNOX1	human	5316	cangenes	20110624
10643	23054	NCOA6	nuclear receptor coactivator 6	NCOA6	human	23054	cangenes	20110624
10644	152330	CNTN4	contactin 4	CNTN4	human	152330	cangenes	20110624
10645	4361	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	MRE11A	human	4361	cangenes	20110624
10646	324	APC	adenomatous polyposis coli	APC	human	324	cangenes	20110624
10647	3895	KTN1	kinectin 1 (kinesin receptor)	KTN1	human	3895	cangenes	20110624
10648	8029	CUBN	cubilin (intrinsic factor-cobalamin receptor)	CUBN	human	8029	cangenes	20110624
10649	267	AMFR	autocrine motility factor receptor	AMFR	human	267	cangenes	20110624
10650	5587	PRKD1	protein kinase D1	PRKD1	human	5587	cangenes	20110624
10651	4008	LMO7	LIM domain 7	LMO7	human	4008	cangenes	20110624
10652	135228	CD109	CD109 molecule	CD109	human	135228	cangenes	20110624
10653	148266	ZNF569	zinc finger protein 569	ZNF569	human	148266	cangenes	20110624
10654	56121	PCDHB15	protocadherin beta 15	PCDHB15	human	56121	cangenes	20110624
10655	79973	ZNF442	zinc finger protein 442	ZNF442	human	79973	cangenes	20110624
10656	55959	SULF2	sulfatase 2	SULF2	human	55959	cangenes	20110624
10657	3680	ITGA9	integrin, alpha 9	ITGA9	human	3680	cangenes	20110624
10658	5314	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	PKHD1	human	5314	cangenes	20110624
10659	4763	NF1	neurofibromin 1	NF1	human	4763	cangenes	20110624
10660	55746	NUP133	nucleoporin 133kDa	NUP133	human	55746	cangenes	20110624
10661	2906	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	GRIN2D	human	2906	cangenes	20110624
10662	2977	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	GUCY1A2	human	2977	cangenes	20110624
10663	11194	ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	ABCB8	human	11194	cangenes	20110624
10664	55294	FBXW7	F-box and WD repeat domain containing 7	FBXW7	human	55294	cangenes	20110624
10665	9817	KEAP1	kelch-like ECH-associated protein 1	KEAP1	human	9817	cangenes	20110624
10666	6653	SORL1	sortilin-related receptor, L(DLR class) A repeats containing	SORL1	human	6653	cangenes	20110624
10667	1310	COL19A1	collagen, type XIX, alpha 1	COL19A1	human	1310	cangenes	20110624
10668	55800	SCN3B	sodium channel, voltage-gated, type III, beta	SCN3B	human	55800	cangenes	20110624
10669	4313	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	MMP2	human	4313	cangenes	20110624
10670	1662	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	DDX10	human	1662	cangenes	20110624
10671	50945	TBX22	T-box 22	TBX22	human	50945	cangenes	20110624
10672	50649	ARHGEF4	Rho guanine nucleotide exchange factor (GEF) 4	ARHGEF4	human	50649	cangenes	20110624
10673	4654	MYOD1	myogenic differentiation 1	MYOD1	human	4654	cangenes	20110624
10674	58508	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	MLL3	human	58508	cangenes	20110624
10675	7385	UQCRC2	ubiquinol-cytochrome c reductase core protein II	UQCRC2	human	7385	cangenes	20110624
10676	23224	SYNE2	spectrin repeat containing, nuclear envelope 2	SYNE2	human	23224	cangenes	20110624
10677	987	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	LRBA	human	987	cangenes	20110624
10678	19	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	ABCA1	human	19	cangenes	20110624
10679	2549	GAB1	GRB2-associated binding protein 1	GAB1	human	2549	cangenes	20110624
10680	8899	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	PRPF4B	human	8899	cangenes	20110624
10681	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	SYNE1	human	23345	cangenes	20110624
10682	26504	CNNM4	cyclin M4	CNNM4	human	26504	cangenes	20110624
10683	10343	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)	PKDREJ	human	10343	cangenes	20110624
10684	21	ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	ABCA3	human	21	cangenes	20110624
10685	259173	ALS2CL	ALS2 C-terminal like	ALS2CL	human	259173	cangenes	20110624
10686	23152	CIC	capicua homolog (Drosophila)	CIC	human	23152	cangenes	20110624
10687	1008	CDH10	cadherin 10, type 2 (T2-cadherin)	CDH10	human	1008	cangenes	20110624
10688	4619	MYH1	myosin, heavy chain 1, skeletal muscle, adult	MYH1	human	4619	cangenes	20110624
10689	672	BRCA1	breast cancer 1, early onset	BRCA1	human	672	cangenes	20110624
10690	9208	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	LRRFIP1	human	9208	cangenes	20110624
10691	4089	SMAD4	SMAD family member 4	SMAD4	human	4089	cangenes	20110624
10692	6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	SLC6A3	human	6531	cangenes	20110624
10693	2051	EPHB6	EPH receptor B6	EPHB6	human	2051	cangenes	20110624
10694	57124	CD248	CD248 molecule, endosialin	CD248	human	57124	cangenes	20110624
10695	53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	human	53335	cangenes	20110624
10696	54437	SEMA5B	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	SEMA5B	human	54437	cangenes	20110624
10697	1627	DBN1	drebrin 1	DBN1	human	1627	cangenes	20110624
10698	5979	RET	ret proto-oncogene	RET	human	5979	cangenes	20110624
10699	26098	C10orf137	chromosome 10 open reading frame 137	C10orf137	human	26098	cangenes	20110624
10700	26038	CHD5	chromodomain helicase DNA binding protein 5	CHD5	human	26038	cangenes	20110624
10701	84033	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	OBSCN	human	84033	cangenes	20110624
10702	3200	HOXA3	homeobox A3	HOXA3	human	3200	cangenes	20110624
10703	8021	NUP214	nucleoporin 214kDa	NUP214	human	8021	cangenes	20110624
10704	51804	SIX4	SIX homeobox 4	SIX4	human	51804	cangenes	20110624
10705	5205	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1	ATP8B1	human	5205	cangenes	20110624
10706	23503	ZFYVE26	zinc finger, FYVE domain containing 26	ZFYVE26	human	23503	cangenes	20110624
10707	55206	SBNO1	strawberry notch homolog 1 (Drosophila)	SBNO1	human	55206	cangenes	20110624
10708	51703	ACSL5	acyl-CoA synthetase long-chain family member 5	ACSL5	human	51703	cangenes	20110624
10709	9934	P2RY14	purinergic receptor P2Y, G-protein coupled, 14	P2RY14	human	9934	cangenes	20110624
10710	114788	CSMD3	CUB and Sushi multiple domains 3	CSMD3	human	114788	cangenes	20110624
10711	6338	SCNN1B	sodium channel, nonvoltage-gated 1, beta	SCNN1B	human	6338	cangenes	20110624
13335	11186	RASSF1	Ras association (RalGDS/AF-6) domain family member 1	RASSF1	human	11186	atlas	20110725
13336	27086	FOXP1	forkhead box P1	FOXP1	human	27086	atlas	20110725
13337	239	ALOX12	arachidonate 12-lipoxygenase	ALOX12	human	239	atlas	20110725
13338	7764	ZNF217	zinc finger protein 217	ZNF217	human	7764	atlas	20110725
13339	5934	RBL2	retinoblastoma-like 2 (p130)	RBL2	human	5934	atlas	20110725
13340	246	ALOX15	arachidonate 15-lipoxygenase	ALOX15	human	246	atlas	20110725
13341	57124	CD248	CD248 molecule, endosialin	CD248	human	57124	atlas	20110725
13342	79663	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1	HSPBAP1	human	79663	atlas	20110725
13343	23136	EPB41L3	erythrocyte membrane protein band 4.1-like 3	EPB41L3	human	23136	atlas	20110725
13344	6281	S100A10	S100 calcium binding protein A10	S100A10	human	6281	atlas	20110725
13345	1307	COL16A1	collagen, type XVI, alpha 1	COL16A1	human	1307	atlas	20110725
13346	1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	EIF4EBP1	human	1978	atlas	20110725
13347	3732	CD82	CD82 molecule	CD82	human	3732	atlas	20110725
13348	3636	INPPL1	inositol polyphosphate phosphatase-like 1	INPPL1	human	3636	atlas	20110725
13349	7159	TP53BP2	tumor protein p53 binding protein, 2	TP53BP2	human	7159	atlas	20110725
13350	1734	DIO2	deiodinase, iodothyronine, type II	DIO2	human	1734	atlas	20110725
13351	928	CD9	CD9 molecule	CD9	human	928	atlas	20110725
13352	240	ALOX5	arachidonate 5-lipoxygenase	ALOX5	human	240	atlas	20110725
13353	6279	S100A8	S100 calcium binding protein A8	S100A8	human	6279	atlas	20110725
13354	6280	S100A9	S100 calcium binding protein A9	S100A9	human	6280	atlas	20110725
13355	10524	KAT5	K(lysine) acetyltransferase 5	KAT5	human	10524	atlas	20110725
13356	11236	RNF139	ring finger protein 139	RNF139	human	11236	atlas	20110725
13357	10103	TSPAN1	tetraspanin 1	TSPAN1	human	10103	atlas	20110725
13358	7128	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	TNFAIP3	human	7128	atlas	20110725
13359	10223	GPA33	glycoprotein A33 (transmembrane)	GPA33	human	10223	atlas	20110725
13360	10507	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	SEMA4D	human	10507	atlas	20110725
13361	9	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	NAT1	human	9	atlas	20110725
13362	10	NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	NAT2	human	10	atlas	20110725
13363	2274	FHL2	four and a half LIM domains 2	FHL2	human	2274	atlas	20110725
13364	1191	CLU	clusterin	CLU	human	1191	atlas	20110725
13365	26574	AATF	apoptosis antagonizing transcription factor	AATF	human	26574	atlas	20110725
13366	5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	ABCB1	human	5243	atlas	20110725
13367	340273	ABCB5	ATP-binding cassette, sub-family B (MDR/TAP), member 5	ABCB5	human	340273	atlas	20110725
13368	4363	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	ABCC1	human	4363	atlas	20110725
13369	10006	ABI1	abl-interactor 1	ABI1	human	10006	atlas	20110725
13370	25	ABL1	c-abl oncogene 1, non-receptor tyrosine kinase	ABL1	human	25	atlas	20110725
13371	27	ABL2	v-abl Abelson murine leukemia viral oncogene homolog 2	ABL2	human	27	atlas	20110725
13372	6462	SHBG	sex hormone-binding globulin	SHBG	human	6462	atlas	20110725
13373	55503	TRPV6	transient receptor potential cation channel, subfamily V, member 6	TRPV6	human	55503	atlas	20110725
13374	1512	CTSH	cathepsin H	CTSH	human	1512	atlas	20110725
13375	51094	ADIPOR1	adiponectin receptor 1	ADIPOR1	human	51094	atlas	20110725
13376	7291	TWIST1	twist homolog 1 (Drosophila)	TWIST1	human	7291	atlas	20110725
13377	60	ACTB	actin, beta	ACTB	human	60	atlas	20110725
13378	3725	JUN	jun proto-oncogene	JUN	human	3725	atlas	20110725
13379	92	ACVR2A	activin A receptor, type IIA	ACVR2A	human	92	atlas	20110725
13380	8202	NCOA3	nuclear receptor coactivator 3	NCOA3	human	8202	atlas	20110725
13381	6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	human	6774	atlas	20110725
13382	5664	PSEN2	presenilin 2 (Alzheimer disease 4)	PSEN2	human	5664	atlas	20110725
13383	8038	ADAM12	ADAM metallopeptidase domain 12	ADAM12	human	8038	atlas	20110725
13384	8745	ADAM23	ADAM metallopeptidase domain 23	ADAM23	human	8745	atlas	20110725
13385	8754	ADAM9	ADAM metallopeptidase domain 9	ADAM9	human	8754	atlas	20110725
13386	9510	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	ADAMTS1	human	9510	atlas	20110725
13387	120	ADD3	adducin 3 (gamma)	ADD3	human	120	atlas	20110725
13388	7295	TXN	thioredoxin	TXN	human	7295	atlas	20110725
13389	9211	LGI1	leucine-rich, glioma inactivated 1	LGI1	human	9211	atlas	20110725
13390	6521	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	SLC4A1	human	6521	atlas	20110725
13391	8028	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	MLLT10	human	8028	atlas	20110725
13392	57082	CASC5	cancer susceptibility candidate 5	CASC5	human	57082	atlas	20110725
13393	4302	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	MLLT6	human	4302	atlas	20110725
13394	10801	SEPT9	septin 9	SEPT9	human	10801	atlas	20110725
13395	2060	EPS15	epidermal growth factor receptor pathway substrate 15	EPS15	human	2060	atlas	20110725
13396	10962	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	MLLT11	human	10962	atlas	20110725
13397	5413	SEPT5	septin 5	SEPT5	human	5413	atlas	20110725
13398	4299	AFF1	AF4/FMR2 family, member 1	AFF1	human	4299	atlas	20110725
13399	285527	FRYL	FRY-like	FRYL	human	285527	atlas	20110725
13400	27125	AFF4	AF4/FMR2 family, member 4	AFF4	human	27125	atlas	20110725
13401	4301	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	MLLT4	human	4301	atlas	20110725
13402	2309	FOXO3	forkhead box O3	FOXO3	human	2309	atlas	20110725
13403	4300	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	MLLT3	human	4300	atlas	20110725
13404	153090	DAB2IP	DAB2 interacting protein	DAB2IP	human	153090	atlas	20110725
13405	822	CAPG	capping protein (actin filament), gelsolin-like	CAPG	human	822	atlas	20110725
